Date,station,tmpf,relh,feel,sped,p01m,snowdepth
2025-12-15,NYC,23.04,54.41,13.05,9.78,0.0,0
2025-12-15,LGA,24.46,49.68,11.19,17.01,0.0,1
2025-12-15,JRB,26.12,66.88,20.25,5.61,0.0,0
2025-12-14,NYC,30.38,78.11,24.95,5.26,13.72,0
2025-12-14,LGA,31.73,72.02,24.85,9.36,18.54,1
2025-12-14,JRB,33.32,82.67,29.34,4.47,25.38,0
2025-12-13,NYC,33.25,52.16,29.15,4.38,0.0,0
2025-12-13,LGA,34.0,46.69,27.17,8.56,0.0,0
2025-12-13,JRB,34.46,64.44,28.57,7.04,0.0,0
2025-12-12,NYC,29.21,45.39,21.46,8.98,0.0,0
2025-12-12,LGA,30.17,41.53,18.77,16.48,0.0,0
2025-12-12,JRB,32.1,59.99,26.47,6.2,0.0,0
2025-12-11,NYC,35.71,53.74,28.09,10.35,0.76,0
2025-12-11,LGA,36.92,53.7,26.87,18.58,0.76,0
2025-12-11,JRB,38.61,53.66,31.84,8.67,0.76,0
2025-12-10,JRB,38.18,82.92,30.77,11.7,0.76,0
2025-12-10,LGA,37.88,56.31,30.32,11.84,1.52,0
2025-12-10,NYC,37.42,61.64,33.37,6.49,1.02,0
2025-12-09,NYC,25.17,35.1,20.02,4.65,0.0,0
2025-12-09,LGA,25.79,33.47,17.76,7.67,0.0,0
2025-12-09,JRB,29.38,52.34,23.39,6.61,0.0,0
2025-12-08,NYC,32.04,37.64,24.59,8.21,0.0,0
2025-12-08,LGA,32.67,36.09,22.03,16.2,0.0,0
2025-12-08,JRB,34.79,51.92,28.62,7.91,0.0,0
2025-12-07,NYC,37.58,54.83,34.52,4.0,0.0,0
2025-12-07,LGA,38.83,49.52,32.94,8.91,0.0,0
2025-12-07,JRB,39.08,70.64,34.09,7.33,0.0,0
2025-12-06,NYC,34.58,68.05,31.21,3.5,0.5,0
2025-12-06,LGA,34.52,68.54,29.89,5.75,1.75,0
2025-12-06,JRB,37.01,87.1,32.37,6.42,0.0,0
2025-12-05,LGA,26.08,43.47,16.81,9.98,0.0,0
2025-12-05,JRB,29.53,62.56,22.23,7.59,0.0,0
2025-12-05,NYC,25.75,44.57,18.74,5.96,0.0,0
2025-12-04,JRB,38.92,65.32,33.02,8.67,0.0,0
2025-12-04,LGA,37.42,46.89,29.68,12.65,0.0,0
2025-12-04,NYC,36.58,49.76,29.92,7.67,0.0,0
2025-12-03,NYC,35.92,61.84,31.16,6.54,0.0,0
2025-12-03,LGA,36.9,61.9,29.08,12.38,0.0,0
2025-12-03,JRB,38.91,72.76,35.48,4.49,0.25,0
2025-12-02,NYC,37.17,68.09,33.32,5.03,19.82,0
2025-12-02,LGA,38.31,69.49,32.22,9.02,32.26,0
2025-12-02,JRB,41.4,71.56,34.43,8.38,34.29,0
2025-12-01,JRB,42.46,53.83,38.33,7.5,0.0,0
2025-12-01,LGA,40.96,49.43,33.7,13.25,0.0,0
2025-12-01,NYC,39.79,50.77,35.64,5.91,0.0,0
2025-11-30,NYC,40.38,60.41,37.83,3.88,2.79,0
2025-11-30,LGA,40.58,57.85,35.75,7.7,2.28,0
2025-11-30,JRB,42.25,71.32,38.28,7.46,0.75,0
2025-11-29,NYC,36.83,41.79,32.15,6.24,0.0,0
2025-11-29,LGA,38.04,38.44,29.82,13.8,0.0,0
2025-11-29,JRB,39.79,48.95,34.05,9.1,0.0,0
2025-11-28,LGA,38.62,38.11,29.19,18.16,0.0,0
2025-11-28,JRB,39.67,53.08,31.11,16.24,0.0,0
2025-11-28,NYC,37.67,44.29,31.43,7.59,0.0,0
2025-11-27,NYC,45.38,45.93,41.7,8.42,3.05,0
2025-11-27,LGA,47.19,44.04,41.83,15.57,2.8,0
2025-11-27,JRB,48.18,50.37,41.69,10.61,9.91,0
2025-11-26,NYC,57.12,83.86,57.12,6.15,15.25,0
2025-11-26,LGA,57.31,82.2,57.31,9.0,17.78,0
2025-11-26,JRB,56.75,,,6.13,14.22,0
2025-11-25,NYC,50.08,56.71,49.94,2.07,3.55,0
2025-11-25,LGA,50.18,59.04,48.97,6.98,5.08,0
2025-11-25,JRB,50.63,73.55,49.12,4.23,4.56,0
2025-11-24,NYC,47.33,47.23,45.94,4.31,0.0,0
2025-11-24,LGA,48.54,42.47,44.69,12.46,0.0,0
2025-11-24,JRB,49.29,54.48,47.96,4.65,0.0,0
2025-11-23,LGA,44.38,45.76,40.62,8.43,0.0,0
2025-11-23,JRB,45.25,61.29,43.11,5.46,0.0,0
2025-11-23,NYC,43.33,51.62,41.63,3.0,0.0,0
2025-11-22,JRB,50.26,86.37,50.91,4.79,6.58,0
2025-11-22,LGA,49.17,70.26,47.37,7.14,8.63,0
2025-11-22,NYC,48.79,72.55,48.17,3.4,5.07,0
2025-11-21,NYC,47.33,63.09,46.37,3.4,0.0,0
2025-11-21,LGA,47.97,59.05,46.36,6.7,0.0,0
2025-11-21,JRB,48.66,81.27,47.07,6.3,0.0,0
2025-11-20,NYC,42.46,47.1,40.1,3.71,0.0,0
2025-11-20,LGA,42.58,45.4,38.86,6.04,0.0,0
2025-11-20,JRB,45.62,59.46,42.49,6.42,0.25,0
2025-11-19,LGA,43.04,56.88,39.5,6.1,4.8,0
2025-11-19,JRB,45.11,71.29,43.27,6.17,7.35,0
2025-11-19,NYC,43.12,62.55,41.61,2.64,4.31,0
2025-11-18,NYC,41.38,39.94,36.68,7.25,0.0,0
2025-11-18,LGA,42.42,37.92,35.53,13.56,0.0,0
2025-11-18,JRB,44.01,45.3,40.91,6.03,0.0,0
2025-11-17,NYC,40.67,38.74,33.94,10.98,0.0,0
2025-11-17,LGA,41.5,37.1,32.31,20.8,0.0,0
2025-11-17,JRB,43.38,46.09,39.71,6.61,0.0,0
2025-11-16,JRB,51.58,65.47,51.36,6.28,4.06,0
2025-11-16,LGA,51.59,54.09,50.28,17.55,3.54,0
2025-11-16,NYC,50.25,58.73,49.74,9.01,3.29,0
2025-11-15,NYC,45.46,48.67,43.78,3.65,0.0,0
2025-11-15,LGA,45.96,44.36,42.78,7.86,0.0,0
2025-11-15,JRB,47.58,57.69,46.04,5.27,0.0,0
2025-11-14,NYC,45.75,49.75,43.93,5.75,0.0,0
2025-11-14,LGA,46.38,46.86,41.97,12.75,0.0,0
2025-11-14,JRB,47.67,57.85,45.72,5.61,0.0,0
2025-11-13,LGA,48.41,47.11,44.17,15.97,1.27,0
2025-11-13,NYC,48.21,50.18,45.69,6.78,0.25,0
2025-11-13,JRB,50.08,58.67,48.18,9.39,0.25,0
2025-11-12,NYC,42.46,46.02,38.62,6.07,0.0,0
2025-11-12,LGA,43.35,40.23,37.3,12.55,0.0,0
2025-11-12,JRB,44.29,54.86,38.43,13.51,0.0,0
2025-11-11,LGA,37.98,48.28,27.91,20.05,0.0,0
2025-11-11,JRB,39.58,61.08,33.1,11.6,0.0,0
2025-11-11,NYC,36.71,51.35,30.11,9.66,0.0,0
2025-11-10,JRB,55.49,92.7,51.02,4.6,11.92,0
2025-11-10,LGA,53.51,79.25,51.87,10.49,8.88,0
2025-11-10,NYC,52.96,82.69,52.11,4.45,5.59,0
2025-11-09,NYC,58.52,74.42,58.52,3.89,7.88,0
2025-11-09,LGA,58.69,72.37,58.69,6.86,12.45,0
2025-11-09,JRB,59.51,83.16,59.5,4.38,7.1,0
2025-11-08,NYC,58.25,63.61,58.25,4.55,4.05,0
2025-11-08,LGA,59.14,61.34,59.14,8.09,2.79,0
2025-11-08,JRB,59.43,64.81,61.79,6.48,1.0,0
2025-11-07,NYC,49.42,46.82,49.4,1.92,0.0,0
2025-11-07,LGA,50.29,41.41,48.59,10.3,0.0,0
2025-11-07,JRB,51.67,56.43,51.05,6.71,0.0,0
2025-11-06,NYC,52.21,42.37,51.45,9.87,0.0,0
2025-11-06,LGA,52.75,41.79,51.54,19.31,0.0,0
2025-11-06,JRB,54.46,48.68,54.46,5.85,0.0,0
2025-11-05,JRB,56.92,43.56,56.92,7.14,0.0,0
2025-11-05,LGA,57.17,31.01,57.17,9.34,0.0,0
2025-11-05,NYC,56.04,32.76,55.97,3.29,0.0,0
2025-11-04,NYC,53.08,43.49,52.19,9.2,1.02,0
2025-11-04,LGA,54.48,39.6,53.78,17.57,0.5,0
2025-11-04,JRB,56.0,49.7,56.0,6.09,0.0,0
2025-11-03,NYC,54.88,60.73,54.88,2.11,0.0,0
2025-11-03,LGA,54.96,60.76,54.96,5.8,0.0,0
2025-11-03,JRB,56.04,81.22,56.04,4.79,0.0,0
2025-11-02,NYC,51.04,53.87,50.9,2.25,0.0,0
2025-11-02,LGA,52.42,48.34,51.48,6.9,0.0,0
2025-11-02,JRB,54.62,60.8,54.49,3.69,0.0,0
2025-11-01,NYC,53.12,38.89,53.18,9.25,0.0,0
2025-11-01,LGA,54.09,36.14,54.09,17.0,0.0,0
2025-11-01,JRB,55.38,46.01,55.38,6.95,0.0,0
2025-10-31,LGA,57.68,65.32,57.68,14.95,1.5,0
2025-10-31,JRB,57.14,66.62,55.84,9.12,0.25,0
2025-10-31,NYC,55.33,67.15,55.33,8.48,0.0,0
2025-10-30,LGA,56.41,82.35,56.41,17.61,77.22,0
2025-10-30,JRB,58.36,93.12,54.9,16.02,102.08,0
2025-10-30,NYC,55.58,86.56,55.58,8.82,46.98,0
2025-10-29,LGA,52.24,58.22,51.44,15.36,0.0,0
2025-10-29,JRB,53.96,78.62,53.96,12.99,0.0,0
2025-10-29,NYC,51.96,59.9,51.27,9.04,0.0,0
2025-10-28,NYC,48.67,60.57,47.12,8.3,0.0,0
2025-10-28,LGA,50.0,57.41,47.47,13.8,0.0,0
2025-10-28,JRB,52.52,75.33,52.01,13.08,0.0,0
2025-10-27,NYC,49.67,46.82,48.52,4.25,0.0,0
2025-10-27,LGA,50.62,43.81,48.9,8.34,0.0,0
2025-10-27,JRB,54.54,54.36,53.77,8.72,0.0,0
2025-10-26,LGA,54.54,43.86,54.54,6.18,0.0,0
2025-10-26,JRB,57.46,55.25,57.46,4.31,0.0,0
2025-10-26,NYC,53.58,48.09,53.58,3.3,0.0,0
2025-10-25,NYC,52.5,53.81,51.83,4.2,0.0,0
2025-10-25,LGA,54.08,47.87,53.33,9.49,0.0,0
2025-10-25,JRB,55.64,60.17,55.58,3.71,0.0,0
2025-10-24,NYC,52.42,54.99,52.19,4.94,0.0,0
2025-10-24,LGA,53.92,48.3,52.98,10.92,0.0,0
2025-10-24,JRB,55.38,64.54,54.96,8.39,0.0,0
2025-10-23,JRB,56.79,59.68,56.79,12.27,0.0,0
2025-10-23,LGA,56.04,41.74,56.04,12.36,0.0,0
2025-10-23,NYC,54.33,50.73,54.33,5.0,0.0,0
2025-10-22,NYC,58.88,65.69,58.88,5.14,7.62,0
2025-10-22,LGA,59.65,62.87,59.65,10.58,11.69,0
2025-10-22,JRB,60.16,65.28,61.81,11.15,0.25,0
2025-10-21,NYC,57.67,52.89,57.67,4.69,0.0,0
2025-10-21,LGA,59.68,45.27,59.68,13.43,0.0,0
2025-10-21,JRB,59.83,66.24,59.83,9.73,0.0,0
2025-10-20,LGA,62.29,66.85,62.29,16.82,0.0,0
2025-10-20,NYC,61.71,70.17,61.71,6.63,0.25,0
2025-10-20,JRB,62.78,73.77,61.17,12.9,3.81,0
2025-10-19,NYC,62.33,70.79,62.33,3.15,0.0,0
2025-10-19,LGA,62.88,65.93,62.88,11.21,0.0,0
2025-10-19,JRB,64.77,89.98,64.77,8.09,0.0,0
2025-10-18,JRB,60.04,51.63,60.04,3.79,0.0,0
2025-10-18,NYC,56.12,47.18,56.09,1.9,0.0,0
2025-10-18,LGA,58.29,39.22,58.29,5.22,0.0,0
2025-10-17,LGA,55.29,36.42,55.29,11.02,0.0,0
2025-10-17,JRB,57.54,45.15,57.54,5.46,0.0,0
2025-10-17,NYC,53.42,39.51,53.07,5.08,0.0,0
2025-10-16,NYC,53.46,43.46,53.73,5.14,0.0,0
2025-10-16,LGA,54.42,42.46,53.69,14.04,0.0,0
2025-10-16,JRB,57.25,51.0,57.25,5.08,0.0,0
2025-10-15,NYC,60.83,70.75,60.83,4.35,0.0,0
2025-10-15,LGA,61.15,69.19,61.15,9.97,0.0,0
2025-10-15,JRB,63.37,71.57,65.73,3.41,0.0,0
2025-10-14,NYC,56.28,80.64,56.28,7.87,0.0,0
2025-10-14,LGA,56.07,80.31,56.07,13.8,0.0,0
2025-10-14,JRB,59.13,94.43,62.68,9.24,0.0,0
2025-10-13,NYC,55.81,89.41,55.81,12.1,64.73,0
2025-10-13,LGA,56.86,84.18,56.86,23.61,40.39,0
2025-10-13,JRB,57.88,,,17.11,24.61,0
2025-10-12,JRB,61.71,90.8,62.42,15.59,2.79,0
2025-10-12,NYC,59.81,71.82,59.81,10.99,5.58,0
2025-10-12,LGA,60.6,68.6,60.6,20.38,6.35,0
2025-10-11,JRB,63.04,86.7,62.78,7.66,0.25,0
2025-10-11,LGA,60.96,68.01,60.96,7.69,2.27,0
2025-10-11,NYC,60.52,76.9,60.52,3.88,8.11,0
2025-10-10,NYC,53.38,50.03,53.0,3.85,0.0,0
2025-10-10,LGA,55.39,45.17,55.2,7.85,0.0,0
2025-10-10,JRB,58.62,57.85,58.62,9.01,0.0,0
2025-10-09,NYC,55.75,44.37,55.75,7.02,0.0,0
2025-10-09,LGA,57.08,42.7,57.08,12.7,0.0,0
2025-10-09,JRB,60.17,54.21,60.17,7.81,0.0,0
2025-10-08,NYC,66.79,74.4,66.79,5.22,14.74,0
2025-10-08,LGA,68.08,66.47,68.08,12.97,8.13,0
2025-10-08,JRB,69.49,78.52,70.5,7.79,16.26,0
2025-10-07,NYC,70.96,69.4,70.96,3.7,0.0,0
2025-10-07,LGA,71.21,67.38,71.21,11.36,0.0,0
2025-10-07,JRB,71.37,76.27,77.09,8.37,0.0,0
2025-10-06,LGA,71.96,56.88,71.95,8.0,0.0,0
2025-10-06,JRB,71.5,80.61,72.47,5.89,0.0,0
2025-10-06,NYC,70.71,62.04,70.71,2.14,0.0,0
2025-10-05,LGA,73.04,62.19,72.88,4.02,0.0,0
2025-10-05,JRB,74.25,71.4,74.24,3.55,0.0,0
2025-10-05,NYC,72.42,59.58,72.2,0.7,0.0,0
2025-10-04,NYC,67.62,56.84,67.56,2.25,0.0,0
2025-10-04,LGA,69.04,51.77,68.85,5.61,0.0,0
2025-10-04,JRB,69.47,75.65,69.44,5.8,0.0,0
2025-10-03,NYC,61.38,56.84,61.38,1.88,0.0,0
2025-10-03,LGA,62.92,50.03,62.92,6.23,0.0,0
2025-10-03,JRB,64.9,68.35,64.9,5.98,0.0,0
2025-10-02,JRB,63.89,61.59,63.89,8.98,0.0,0
2025-10-02,LGA,60.42,45.05,60.42,10.06,0.0,0
2025-10-02,NYC,59.58,46.62,59.58,5.75,0.0,0
2025-10-01,NYC,64.17,41.31,64.17,8.2,0.0,0
2025-10-01,LGA,65.16,41.32,65.16,13.85,0.0,0
2025-10-01,JRB,68.0,50.53,68.0,11.36,0.0,0
2025-09-30,NYC,71.62,52.63,71.56,2.97,0.0,0
2025-09-30,LGA,72.58,48.8,72.55,6.23,0.0,0
2025-09-30,JRB,73.75,60.76,73.8,5.46,0.0,0
2025-09-29,LGA,71.83,57.94,71.83,7.67,0.0,0
2025-09-29,JRB,74.25,65.83,74.25,5.22,0.0,0
2025-09-29,NYC,72.0,57.73,72.0,3.83,0.0,0
2025-09-28,NYC,71.58,71.41,71.69,1.9,2.78,0
2025-09-28,LGA,73.17,64.54,73.16,4.65,2.54,0
2025-09-28,JRB,73.56,82.16,74.09,3.96,0.25,0
2025-09-27,NYC,72.71,60.29,72.71,1.2,0.0,0
2025-09-27,LGA,73.33,58.2,73.33,5.75,0.0,0
2025-09-27,JRB,74.49,69.71,74.49,2.99,0.0,0
2025-09-26,NYC,74.04,68.23,74.08,3.5,0.0,0
2025-09-26,LGA,75.6,61.59,75.5,8.88,0.0,0
2025-09-26,JRB,75.9,79.9,76.13,6.15,0.0,0
2025-09-25,NYC,72.33,91.23,72.33,2.98,30.97,0
2025-09-25,LGA,72.97,86.29,72.97,9.58,12.15,0
2025-09-25,JRB,73.25,97.89,74.41,4.99,9.61,0
2025-09-24,NYC,75.09,72.23,75.09,2.51,0.0,0
2025-09-24,LGA,74.12,73.97,74.12,6.63,0.0,0
2025-09-24,JRB,74.36,92.29,74.36,4.73,0.0,0
2025-09-23,LGA,72.67,64.91,72.86,9.73,0.0,0
2025-09-23,JRB,72.08,85.51,72.64,6.53,0.0,0
2025-09-23,NYC,71.67,68.92,71.87,3.01,0.0,0
2025-09-22,NYC,63.17,68.02,63.17,1.75,0.0,0
2025-09-22,LGA,64.38,62.04,64.38,5.61,0.0,0
2025-09-22,JRB,66.12,77.43,66.12,5.51,0.0,0
2025-09-21,NYC,64.62,59.94,64.62,4.65,0.0,0
2025-09-21,LGA,64.67,55.38,64.67,9.68,0.0,0
2025-09-21,JRB,67.46,67.07,67.46,7.91,0.0,0
2025-09-20,LGA,68.21,45.04,68.21,12.65,0.0,0
2025-09-20,JRB,71.0,53.76,71.0,10.01,0.0,0
2025-09-20,NYC,67.92,45.65,67.92,6.8,0.0,0
2025-09-19,NYC,75.04,48.36,74.83,3.16,0.0,0
2025-09-19,LGA,76.08,49.25,75.88,7.71,0.0,0
2025-09-19,JRB,77.57,60.18,77.49,5.88,0.0,0
2025-09-18,NYC,69.93,73.9,69.86,2.66,1.25,0
2025-09-18,LGA,70.44,70.0,70.34,6.34,0.5,0
2025-09-18,JRB,72.72,83.76,73.04,5.05,0.0,0
2025-09-17,LGA,66.66,67.98,66.66,14.59,0.0,0
2025-09-17,JRB,67.75,82.76,67.75,12.52,3.04,0
2025-09-17,NYC,66.21,71.04,66.21,8.69,0.0,0
2025-09-16,NYC,68.74,61.98,68.74,6.6,0.0,0
2025-09-16,LGA,69.08,59.12,69.08,12.3,0.0,0
2025-09-16,JRB,70.88,69.61,70.88,11.88,0.0,0
2025-09-15,NYC,70.96,70.01,70.96,3.96,0.0,0
2025-09-15,LGA,71.54,68.12,71.54,8.67,0.0,0
2025-09-15,JRB,73.05,83.21,73.16,6.52,0.0,0
2025-09-14,LGA,72.42,58.72,72.38,7.24,0.0,0
2025-09-14,JRB,73.71,72.53,74.07,4.94,0.0,0
2025-09-14,NYC,71.46,63.09,71.46,0.99,0.0,0
2025-09-13,NYC,68.06,72.45,68.06,1.85,0.0,0
2025-09-13,LGA,69.77,65.73,69.77,7.48,0.0,0
2025-09-13,JRB,70.68,80.51,70.68,4.64,0.5,0
2025-09-12,NYC,70.0,53.16,70.0,2.88,0.0,0
2025-09-12,LGA,71.25,50.92,71.25,6.61,0.0,0
2025-09-12,JRB,73.62,58.51,73.55,5.7,0.0,0
2025-09-11,NYC,69.83,53.64,69.83,3.55,0.0,0
2025-09-11,LGA,71.25,48.2,71.25,7.33,0.0,0
2025-09-11,JRB,73.88,56.71,73.66,3.79,0.0,0
2025-09-10,LGA,65.97,64.89,65.97,11.26,7.86,0
2025-09-10,JRB,67.59,79.93,67.59,11.0,1.25,0
2025-09-10,NYC,64.27,74.61,64.27,6.5,5.83,0
2025-09-09,NYC,65.17,60.97,65.17,5.75,0.0,0
2025-09-09,LGA,66.54,56.78,66.54,9.78,0.0,0
2025-09-09,JRB,68.92,66.73,68.92,6.71,0.51,0
2025-09-08,NYC,64.75,54.78,64.75,3.45,0.0,0
2025-09-08,LGA,66.33,49.86,66.33,6.9,0.0,0
2025-09-08,JRB,68.88,57.42,68.88,4.26,0.25,0
2025-09-07,LGA,64.33,76.86,64.33,5.39,23.85,0
2025-09-07,JRB,66.67,95.16,66.93,5.24,6.29,0
2025-09-07,NYC,62.83,88.54,62.83,1.15,42.12,0
2025-09-06,NYC,75.35,78.35,75.79,3.72,68.84,0
2025-09-06,LGA,76.91,69.95,77.58,9.94,46.48,0
2025-09-06,JRB,76.49,88.83,77.65,5.26,3.8,0
2025-09-05,NYC,69.68,83.07,69.79,1.71,47.49,0
2025-09-05,LGA,73.23,69.28,73.39,9.43,21.85,0
2025-09-05,JRB,73.26,86.63,74.12,5.33,1.75,0
2025-09-04,JRB,71.82,79.93,71.82,8.67,0.0,0
2025-09-04,LGA,71.21,61.95,71.21,11.5,0.0,0
2025-09-04,NYC,69.88,67.34,69.88,3.39,0.25,0
2025-09-03,NYC,67.77,66.59,67.77,2.11,0.0,0
2025-09-03,LGA,69.23,61.13,69.23,6.19,0.0,0
2025-09-03,JRB,70.67,77.11,70.67,4.6,0.0,0
2025-09-02,NYC,68.69,61.71,68.69,4.19,0.0,0
2025-09-02,LGA,69.96,56.32,69.96,8.92,0.0,0
2025-09-02,JRB,71.0,71.66,71.0,8.15,0.0,0
2025-09-01,LGA,70.33,53.63,70.33,8.43,0.0,0
2025-09-01,NYC,69.71,55.6,69.71,3.69,0.0,0
2025-09-01,JRB,72.62,61.87,72.62,7.33,0.0,0
2025-08-31,NYC,68.5,45.81,68.5,3.21,0.0,0
2025-08-31,LGA,70.21,41.25,70.21,6.95,0.0,0
2025-08-31,JRB,72.0,50.55,72.0,3.93,0.0,0
2025-08-30,JRB,69.79,48.75,69.76,4.98,0.0,0
2025-08-30,NYC,66.62,43.01,66.62,3.59,0.0,0
2025-08-30,LGA,68.0,41.77,68.0,11.02,0.0,0
2025-08-29,LGA,72.04,48.87,72.04,8.82,0.0,0
2025-08-29,JRB,72.29,65.15,72.29,7.62,0.0,0
2025-08-29,NYC,70.79,53.76,70.79,3.77,0.0,0
2025-08-28,NYC,68.5,49.19,68.5,1.31,0.0,0
2025-08-28,LGA,70.67,43.78,70.67,8.72,0.0,0
2025-08-28,JRB,71.46,54.55,71.44,5.56,0.0,0
2025-08-27,NYC,68.08,49.4,68.08,5.23,0.0,0
2025-08-27,LGA,69.58,46.1,69.58,12.6,0.0,0
2025-08-27,JRB,71.09,54.69,71.09,4.05,0.0,0
2025-08-26,NYC,71.62,44.91,71.62,4.82,0.0,0
2025-08-26,LGA,73.21,41.26,73.17,10.21,0.0,0
2025-08-26,JRB,74.21,50.49,74.09,5.8,0.0,0
2025-08-25,NYC,74.59,65.41,74.3,2.3,0.0,0
2025-08-25,LGA,77.0,57.52,76.38,9.51,0.0,0
2025-08-25,JRB,76.09,80.96,75.85,6.56,0.0,0
2025-08-24,JRB,73.91,83.24,74.17,8.61,0.0,0
2025-08-24,NYC,72.0,70.46,72.0,2.92,0.0,0
2025-08-24,LGA,74.0,62.59,74.06,11.81,0.0,0
2025-08-23,JRB,74.88,58.58,74.83,8.1,0.0,0
2025-08-23,LGA,74.96,41.48,74.81,11.6,0.0,0
2025-08-23,NYC,73.21,48.24,73.14,6.26,0.0,0
2025-08-22,NYC,70.54,48.76,70.25,4.94,0.0,0
2025-08-22,LGA,72.29,42.28,71.91,8.53,0.0,0
2025-08-22,JRB,73.42,56.32,73.16,5.32,0.0,0
2025-08-21,NYC,62.15,83.43,62.15,9.71,28.18,0
2025-08-21,LGA,64.02,77.56,64.02,19.58,11.93,0
2025-08-21,JRB,65.74,89.6,66.16,15.14,1.5,0
2025-08-20,NYC,67.0,80.66,67.0,7.86,11.65,0
2025-08-20,LGA,67.37,74.13,67.37,12.88,7.36,0
2025-08-20,JRB,69.56,89.21,69.74,10.61,2.78,0
2025-08-19,NYC,69.46,53.85,69.46,6.11,0.0,0
2025-08-19,LGA,69.58,50.64,69.58,10.06,0.0,0
2025-08-19,JRB,71.88,64.22,71.88,9.15,0.0,0
2025-08-18,LGA,71.35,64.64,71.48,10.53,0.0,0
2025-08-18,JRB,73.52,78.74,73.52,8.86,0.0,0
2025-08-18,NYC,70.74,69.38,70.74,6.11,0.0,0
2025-08-17,LGA,80.0,65.7,81.47,10.31,19.82,0
2025-08-17,JRB,79.98,84.96,83.36,6.81,2.53,0
2025-08-17,NYC,77.64,74.52,78.81,2.77,87.15,0
2025-08-16,NYC,77.31,70.88,77.97,2.06,0.0,0
2025-08-16,LGA,77.65,66.53,78.21,7.78,0.0,0
2025-08-16,JRB,78.95,81.15,81.03,4.93,0.0,0
2025-08-15,NYC,80.79,55.02,81.39,5.49,0.0,0
2025-08-15,LGA,81.04,51.71,81.48,9.34,0.0,0
2025-08-15,JRB,81.92,67.49,84.98,7.71,0.0,0
2025-08-14,JRB,78.28,83.81,84.14,4.29,1.0,0
2025-08-14,LGA,78.97,72.58,79.66,4.2,0.5,0
2025-08-14,NYC,77.28,79.96,78.08,1.71,0.0,0
2025-08-13,NYC,78.88,73.92,80.18,3.63,63.5,0
2025-08-13,LGA,79.71,70.01,81.17,9.39,36.83,0
2025-08-13,JRB,78.64,89.07,83.04,5.93,3.8,0
2025-08-12,NYC,78.79,59.02,79.61,2.09,0.0,0
2025-08-12,LGA,79.75,55.42,80.37,8.24,0.0,0
2025-08-12,JRB,79.54,74.03,82.16,6.68,0.0,0
2025-08-11,LGA,81.08,42.01,80.48,7.57,0.0,0
2025-08-11,JRB,79.29,60.61,79.79,6.37,0.0,0
2025-08-11,NYC,79.04,47.56,78.69,3.03,0.0,0
2025-08-10,NYC,77.04,44.36,76.48,1.15,0.0,0
2025-08-10,LGA,78.54,38.9,77.74,5.08,0.0,0
2025-08-10,JRB,78.12,55.39,78.37,5.27,0.0,0
2025-08-09,NYC,73.17,50.12,72.82,2.3,0.0,0
2025-08-09,LGA,73.83,49.26,73.65,5.94,0.0,0
2025-08-09,JRB,75.42,59.23,75.44,4.41,0.0,0
2025-08-08,NYC,71.71,52.72,71.59,2.63,0.0,0
2025-08-08,LGA,72.33,51.73,72.31,7.33,0.0,0
2025-08-08,JRB,74.33,60.31,74.18,6.32,0.0,0
2025-08-07,NYC,70.88,66.58,70.88,3.56,1.52,0
2025-08-07,LGA,72.58,59.07,72.56,8.34,0.76,0
2025-08-07,JRB,74.12,69.66,74.11,8.1,0.0,0
2025-08-06,NYC,73.74,68.03,73.74,4.73,0.0,0
2025-08-06,LGA,73.77,66.02,73.77,9.16,0.0,0
2025-08-06,JRB,74.99,83.16,74.99,7.6,0.0,0
2025-08-05,LGA,77.25,59.75,77.53,7.67,0.0,0
2025-08-05,JRB,78.04,69.23,78.93,4.74,0.0,0
2025-08-05,NYC,77.29,57.62,77.54,2.4,0.0,0
2025-08-04,NYC,76.67,45.35,76.17,2.2,0.0,0
2025-08-04,LGA,78.0,43.01,77.43,5.85,0.0,0
2025-08-04,JRB,78.08,56.18,78.47,5.08,0.0,0
2025-08-03,NYC,73.46,52.42,73.16,2.35,0.0,0
2025-08-03,LGA,75.5,45.27,75.0,6.28,0.0,0
2025-08-03,JRB,76.46,59.8,76.34,5.03,0.0,0
2025-08-02,LGA,71.96,55.27,71.96,5.61,0.0,0
2025-08-02,JRB,74.0,67.32,73.97,4.7,0.0,0
2025-08-02,NYC,70.67,59.93,70.64,2.93,0.0,0
2025-08-01,NYC,67.09,78.78,67.09,7.55,5.07,0
2025-08-01,LGA,68.04,74.28,68.04,12.76,3.81,0
2025-08-01,JRB,70.65,89.61,70.65,11.03,1.01,0
2025-07-31,NYC,77.71,79.85,78.98,4.24,13.22,0
2025-07-31,LGA,78.83,73.66,80.16,9.98,16.5,0
2025-07-31,JRB,79.19,87.59,86.95,8.21,3.04,0
2025-07-30,LGA,88.14,49.63,90.4,8.26,27.17,0
2025-07-30,JRB,89.73,60.36,97.92,5.6,0.0,0
2025-07-30,NYC,85.45,57.45,87.66,2.99,28.69,0
2025-07-29,NYC,86.83,57.03,90.04,1.52,0.0,0
2025-07-29,LGA,88.25,54.06,91.44,4.94,0.0,0
2025-07-29,JRB,,,,2.53,0.0,0
2025-07-28,NYC,84.46,58.52,86.63,3.34,0.0,0
2025-07-28,LGA,85.21,55.92,87.16,6.85,0.0,0
2025-07-28,JRB,,,,3.28,1.27,0
2025-07-27,LGA,78.37,63.33,79.82,8.77,0.25,0
