station,valid,lon,lat,elevation,tmpf,relh,feel,drct,sped,p01m,p01i,gust_mph,skyc1,skyc2,skyc3,skyl1,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,snowdepth
NYC,2024-01-11 12:51,-73.9693,40.7790,27.00,41.00,52.61,38.98,null,3.45,0.00,0.00,null,FEW,null,null,4800.00,null,null,null,null
NYC,2024-01-11 13:51,-73.9693,40.7790,27.00,42.00,48.55,35.51,250.00,11.50,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2024-01-11 14:51,-73.9693,40.7790,27.00,43.00,44.80,37.66,260.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-11 15:51,-73.9693,40.7790,27.00,43.00,46.71,39.46,null,5.75,0.00,0.00,18.40,FEW,null,null,4300.00,null,null,null,null
NYC,2024-01-11 16:51,-73.9693,40.7790,27.00,42.00,48.55,39.10,null,4.60,0.00,0.00,null,OVC,null,null,4100.00,null,null,null,null
NYC,2024-01-11 17:51,-73.9693,40.7790,27.00,44.00,46.88,41.43,null,4.60,0.00,0.00,null,OVC,null,null,4200.00,null,null,null,null
NYC,2024-01-11 18:51,-73.9693,40.7790,27.00,45.00,43.28,40.63,210.00,8.05,0.00,0.00,null,FEW,null,null,4200.00,null,null,null,null
NYC,2024-01-11 19:51,-73.9693,40.7790,27.00,45.00,45.12,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-11 20:51,-73.9693,40.7790,27.00,46.00,43.44,43.02,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-11 21:51,-73.9693,40.7790,27.00,46.00,43.44,41.36,250.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-11 22:51,-73.9693,40.7790,27.00,46.00,43.44,41.84,200.00,8.05,0.00,0.00,null,SCT,null,null,7000.00,null,null,null,null
NYC,2024-01-11 23:51,-73.9693,40.7790,27.00,46.00,47.20,42.39,220.00,6.90,0.00,0.00,null,BKN,null,null,7500.00,null,null,null,null
NYC,2024-01-12 00:51,-73.9693,40.7790,27.00,46.00,49.18,null,null,null,0.00,0.00,null,OVC,null,null,7500.00,null,null,null,null
NYC,2024-01-12 01:51,-73.9693,40.7790,27.00,46.00,49.18,42.39,null,6.90,0.00,0.00,null,OVC,null,null,8000.00,null,null,null,null
NYC,2024-01-12 02:51,-73.9693,40.7790,27.00,46.00,49.18,null,null,null,0.00,0.00,null,BKN,OVC,null,5500.00,null,null,null,null
NYC,2024-01-12 03:51,-73.9693,40.7790,27.00,45.00,53.22,39.27,250.00,11.50,0.00,0.00,17.25,OVC,null,null,8000.00,null,null,null,null
NYC,2024-01-12 04:51,-73.9693,40.7790,27.00,44.00,53.07,38.90,220.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 05:51,-73.9693,40.7790,27.00,43.00,57.44,40.27,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 06:51,-73.9693,40.7790,27.00,43.00,57.44,39.46,250.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 07:51,-73.9693,40.7790,27.00,43.00,55.14,39.46,250.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 08:51,-73.9693,40.7790,27.00,42.00,57.30,39.10,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 09:51,-73.9693,40.7790,27.00,41.00,59.55,41.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-12 10:51,-73.9693,40.7790,27.00,41.00,57.15,38.98,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
